run_id,method,buffer_size,source,server_step,client_trips_total,node_id,device_type,staleness
j81afai0,fedbuff,10,network_main,10,98,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,10,99,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,10,100,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,11,101,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,11,102,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,11,103,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,11,104,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,11,105,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,11,106,11318486243711775647,rpi4,3
j81afai0,fedbuff,10,network_main,11,107,10578321295934146575,rpi4,3
j81afai0,fedbuff,10,network_main,11,108,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,11,109,6651852218780769558,rpi4,3
j81afai0,fedbuff,10,network_main,11,110,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,12,111,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,12,112,16868506971220395663,rpi5,2
j81afai0,fedbuff,10,network_main,12,113,4255954338395240267,rpi5,2
j81afai0,fedbuff,10,network_main,12,114,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,12,115,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,12,116,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,12,117,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,12,118,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,12,119,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,12,120,5018383628358028546,rpi5,0
j81afai0,fedbuff,10,network_main,13,121,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,13,122,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,13,123,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,13,124,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,13,125,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,13,126,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,13,127,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,13,128,16072773922927026733,rpi4,4
j81afai0,fedbuff,10,network_main,13,129,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,13,130,10578321295934146575,rpi4,2
j81afai0,fedbuff,10,network_main,14,131,16868506971220395663,rpi5,2
j81afai0,fedbuff,10,network_main,14,132,11318486243711775647,rpi4,3
j81afai0,fedbuff,10,network_main,14,133,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,14,134,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,14,135,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,14,136,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,14,137,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,14,138,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,14,139,6651852218780769558,rpi4,3
j81afai0,fedbuff,10,network_main,14,140,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,15,141,1584522094463059646,rpi5,2
j81afai0,fedbuff,10,network_main,15,142,4392353453518496575,rpi5,2
j81afai0,fedbuff,10,network_main,15,143,6323874847507668831,rpi5,1
